Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed?,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,Me2.14-1 Sum,Me2.14-2 Sum,Me3.8-1 Sum,Me3.8-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
sp|P57080|UBP25_MOUSE,Usp25,UBP25_MOUSE Ubiquitin carboxyl-terminal hydrolase 25,4269,10,C,1040.79,1088.18,848.375,893.201,862.361,892.553,835.462,772.084,923.582,931.422,678.171
sp|P57680|EVC_MOUSE,Evc,EVC_MOUSE Ellis-van Creveld syndrome protein homolog,199,3,C,61.1966,56.3167,71.3566,63.6229,84.9917,75.6463,76.5687,78.0179,84.7773,81.3732,87.2581
sp|P57716|NICA_MOUSE,Ncstn,NICA_MOUSE Nicastrin,778,12,C,1541.3,1424.01,1450.07,1417.95,1634.78,1738.99,1480.29,1744.2,1629.78,1640.71,1714.81
sp|P57722|PCBP3_MOUSE,Pcbp3,PCBP3_MOUSE Poly(rC)-binding protein 3,1056,27,C,2546.34,2892.93,2242.33,2567.55,2369.31,2426.23,2585.6,2246.87,2382.83,2305.5,1970.47
sp|P57724|PCBP4_MOUSE,Pcbp4,PCBP4_MOUSE Poly(rC)-binding protein 4,1056,8,C,989.938,1088.07,806.402,986.268,788.216,844.22,1019.28,817.818,647.958,626.595,572.718
sp|P57746|VATD_MOUSE,Atp6v1d,VATD_MOUSE V-type proton ATPase subunit D,198,9,C,1870.13,1551.86,1961.28,1724.2,1644.55,1409.78,1123.71,1199.96,1409.21,1490.78,1958.23
sp|P57759|ERP29_MOUSE,Erp29,ERP29_MOUSE Endoplasmic reticulum resident protein 29,3360,10,C,1203.01,1229.62,1681.62,1638.17,1169.83,1077.35,1111.96,1055.54,1101.42,1097.51,1287.81
sp|P57776-2|EF1D_MOUSE,Eef1d,EF1D_MOUSE Isoform 2 of Elongation factor 1-delta,2325,23,C,3046.72,3204.95,2821.75,3044.88,3343.71,3234.92,3590.29,3092.1,3223.56,3138.36,2864.01
sp|P57780|ACTN4_MOUSE,Actn4,ACTN4_MOUSE Alpha-actinin-4,466,103,C,10660.9,11893.2,10106.7,10536.2,12938.4,13203.8,13296.3,11868.3,12832.3,12734.2,11292.3
sp|P57784|RU2A_MOUSE,Snrpa1,RU2A_MOUSE U2 small nuclear ribonucleoprotein A',4486,7,C,973.605,978.072,1043.3,1033.14,977.62,1005.15,896.622,844.268,1025.04,985.862,914.324
sp|P58006|SESN1_MOUSE,Sesn1,SESN1_MOUSE Sestrin-1,5178,1,C,25.1723,24.0362,36.8431,31.2761,28.9858,27.3293,35.6533,28.6335,40.8966,46.4132,43.6555
sp|P58021|TM9S2_MOUSE,Tm9sf2,TM9S2_MOUSE Transmembrane 9 superfamily member 2,689,11,C,1883.09,1791.78,1882.96,1859.43,1579.34,1522.13,1643.43,1734.14,1629.84,1596.79,1694.4
sp|P58022|LOXL2_MOUSE,Loxl2,LOXL2_MOUSE Lysyl oxidase homolog 2,5544,4,C,1131.25,1151.95,502.421,563.23,95.6192,69.6247,104.27,105.402,88.6763,89.9077,93.7767
sp|P58044|IDI1_MOUSE,Idi1,IDI1_MOUSE Isopentenyl-diphosphate Delta-isomerase 1,1162,7,C,1685.33,2096.08,1843.12,1866.23,809.617,976.277,1052.19,847.358,4354.78,4144.43,936.529
sp|P58058|NADK_MOUSE,Nadk,NADK_MOUSE NAD kinase,5886,4,C,533.627,643.693,321.516,409.407,258.507,298.505,517.917,458.612,432.053,432.192,258.389
sp|P58059|RT21_MOUSE,Mrps21,"RT21_MOUSE 28S ribosomal protein S21, mitochondrial",5318,2,C,88.9445,113.953,117.697,90.2201,89.9297,136.741,125.643,102.525,137.916,150.191,127.908
sp|P58064|RT06_MOUSE,Mrps6,"RT06_MOUSE 28S ribosomal protein S6, mitochondrial",3974,2,C,437.553,569.313,471.105,509.005,562.417,555.64,423.985,454.707,551.176,544.09,537.199
sp|P58137|ACOT8_MOUSE,Acot8,ACOT8_MOUSE Acyl-coenzyme A thioesterase 8,686,3,C,85.0719,138.132,117.854,133.409,127.987,127.486,153.63,131.549,118.934,112.497,134.79
sp|P58196|PLS4_MOUSE,Plscr4,PLS4_MOUSE Phospholipid scramblase 4,4776,1,C,65.9669,58.5296,85.1164,87.2472,120.279,127.707,178.018,159.054,214.864,212.086,134.946
sp|P58242|ASM3B_MOUSE,Smpdl3b,ASM3B_MOUSE Acid sphingomyelinase-like phosphodiesterase 3b,4574,2,C,424.694,411.783,427.717,449.893,148.209,134.983,565.93,532.186,339.428,366.925,232.252
sp|P58252|EF2_MOUSE,Eef2,EF2_MOUSE Elongation factor 2,466,129,C,20286.4,23259,20217.7,24650.7,12981.6,13202.5,16411.5,14883.2,17442.6,17896.7,18714.2
sp|P58281|OPA1_MOUSE,Opa1,"OPA1_MOUSE Dynamin-like 120 kDa protein, mitochondrial",1721,22,C,3093.88,3161.18,2903.03,2908.36,3537.97,3501.86,2552.62,2629.2,3195.99,3092.77,2569.12
sp|P58334|KLF16_MOUSE,Klf16,KLF16_MOUSE Krueppel-like factor 16,2953,2,C,477.411,563.285,526.966,517.902,367.028,440.987,440.7,504.244,490.789,497.797,509.958
sp|P58389|PTPA_MOUSE,Ppp2r4,PTPA_MOUSE Serine/threonine-protein phosphatase 2A activator,832,15,C,2888.43,3000.02,2707.66,2914.67,3008.88,3026.68,3404.65,3274.72,3114.56,3008.28,3124.64
sp|P58404|STRN4_MOUSE,Strn4,STRN4_MOUSE Striatin-4,854,5,C,1196.68,1398.84,1068.59,1171.73,1209.02,1222.56,1209.03,1036.59,939.878,952.391,817.917
sp|P58462|FOXP1_MOUSE,Foxp1,FOXP1_MOUSE Forkhead box protein P1,358,3,C,223.252,225.055,181.849,186.603,380.634,372.718,357.168,354.082,400.619,413.431,303.193
sp|P58465|CTDSL_MOUSE,Ctdspl,CTDSL_MOUSE CTD small phosphatase-like protein,6387,1,C,20.9069,25.2737,22.8074,27.0395,46.4368,45.9806,53.1467,52.4156,41.2675,42.3755,31.7867
sp|P58466|CTDS1_MOUSE,Ctdsp1,CTDS1_MOUSE Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,3207,2,C,31.3947,24.094,48.2128,34.7661,39.8881,46.5396,42.7663,56.1992,39.8627,45.292,48.1783
sp|P58468|F207A_MOUSE,Fam207a,F207A_MOUSE Protein FAM207A,503,6,C,450.195,429.307,535.421,454.88,561.989,550.269,446.847,509.658,501.762,505.269,749.571
sp|P58501|PAXB1_MOUSE,Paxbp1,PAXB1_MOUSE PAX3- and PAX7-binding protein 1,1257,8,C,897.28,860.405,1046.59,892.419,1078.23,1123.62,1191.08,1264.21,1003.29,1066.51,996.708
sp|P58544|BTBD1_MOUSE,Btbd1,BTBD1_MOUSE BTB/POZ domain-containing protein 1,6364,1,C,76.358,91.755,83.3101,89.1563,68.7667,82.1442,76.7664,73.2232,64.3531,74.3043,73.4448
sp|P58742|AAAS_MOUSE,Aaas,AAAS_MOUSE Aladin,4647,9,C,1115.52,1202.97,1086.07,1187.42,1107.21,1150.77,1348.83,1195.14,1003.68,988.806,885.534
sp|P58771|TPM1_MOUSE,Tpm1,TPM1_MOUSE Tropomyosin alpha-1 chain,466,17,C,2402.48,3103.7,1782.12,2371.68,2926.51,3563.67,2776.93,2249.73,2803.12,2754.54,1839.85
sp|P58774|TPM2_MOUSE,Tpm2,TPM2_MOUSE Tropomyosin beta chain,466,13,C,1328.83,1693.06,1225.97,1513.82,1523.35,1831.15,2100.32,1576.29,2187.61,2141.8,1079.07
sp|P58774-2|TPM2_MOUSE,Tpm2,TPM2_MOUSE Isoform 2 of Tropomyosin beta chain,466,3,C,276.455,330.212,319.726,374.721,350.348,438.431,517.638,387.82,975.314,865.863,282.065
sp|P58801|RIPK2_MOUSE,Ripk2,RIPK2_MOUSE Receptor-interacting serine/threonine-protein kinase 2,2121,6,C,517.225,633.766,687.54,730.004,644.109,733.297,974.268,755.292,1284.61,1378.81,621.38
sp|P58802|TB10A_MOUSE,Tbc1d10a,TB10A_MOUSE TBC1 domain family member 10A,584,3,C,374.771,363.249,368.872,384.486,290.012,319.83,274.273,322.965,351.764,338.747,334.523
sp|P58854|GCP3_MOUSE,Tubgcp3,GCP3_MOUSE Gamma-tubulin complex component 3,2444,10,C,1169.83,1010.78,1197.95,1168.93,1235.88,1291.77,1281.66,1404.86,1456.1,1385.85,1343.22
sp|P58871|TB182_MOUSE,Tnks1bp1,TB182_MOUSE 182 kDa tankyrase-1-binding protein,182,39,C,3102.25,3375.61,3079.67,3225.18,4469.82,4280.78,4889.74,4999.93,3037.69,3045.09,3725.96
sp|P58929|GMEB2_MOUSE,Gmeb2,GMEB2_MOUSE Glucocorticoid modulatory element-binding protein 2,3502,5,C,1625.58,1653.72,1524.94,1610.39,1428.58,1359.08,1931.48,1614.12,1381.01,1316.99,1018.93
sp|P59016|VP33B_MOUSE,Vps33b,VP33B_MOUSE Vacuolar protein sorting-associated protein 33B,1296,5,C,600.997,392.9,635.01,491.698,700.756,686.084,595.931,764.107,606.211,618.807,964.538
sp|P59017|B2L13_MOUSE,Bcl2l13,B2L13_MOUSE Bcl-2-like protein 13,6088,1,C,226.73,143.26,173.734,127.139,223.154,207.524,164.321,213.295,215.435,219.321,234.057
sp|P59024|FKB14_MOUSE,Fkbp14,FKB14_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP14,5061,2,C,169.001,142.778,126.767,116.841,147.122,144.379,136.07,130.853,202.005,196.711,157.697
sp|P59048|PDRG1_MOUSE,Pdrg1,PDRG1_MOUSE p53 and DNA damage-regulated protein 1,3691,2,C,483.685,533.697,547.361,654.918,1031.2,997.88,915.633,845.741,676.416,641.824,843.571
sp|P59108|CPNE2_MOUSE,Cpne2,CPNE2_MOUSE Copine-2,1620,11,C,562.138,511.535,593.035,546.113,990.239,923.459,2047.98,1922.48,1000.57,936.996,849.933
sp|P59110|SENP1_MOUSE,Senp1,SENP1_MOUSE Sentrin-specific protease 1,1598,5,C,505.193,405.293,586.829,509.885,580.617,523.644,592.21,722.226,346.135,342.929,653.95
sp|P59114|PCIF1_MOUSE,Pcif1,PCIF1_MOUSE Phosphorylated CTD-interacting factor 1,3783,7,C,550.532,483.693,488.494,485.359,609.122,606.375,768.937,754.58,545.802,533.149,504.961
sp|P59178|LMBL2_MOUSE,L3mbtl2,LMBL2_MOUSE Lethal(3)malignant brain tumor-like protein 2,4517,2,C,99.3082,72.7418,104.409,89.7406,98.4227,92.2489,95.3837,128.628,98.6094,103.779,109.041
sp|P59235|NUP43_MOUSE,Nup43,NUP43_MOUSE Nucleoporin Nup43,3713,4,C,503.184,571.116,634.635,699.276,542.227,563.691,584.147,507.423,489.236,488.39,516.319
sp|P59279|RAB2B_MOUSE,Rab2b,RAB2B_MOUSE Ras-related protein Rab-2B,4075,1,C,213.278,178.833,220.913,197.087,218.521,232.47,209.324,252.253,231.19,227.11,237.913
sp|P59325|IF5_MOUSE,Eif5,IF5_MOUSE Eukaryotic translation initiation factor 5,1804,23,C,3661.19,4177.1,3729.22,3963.98,3324.9,3391.49,3510.02,3220.38,3234.74,3146.98,3699.77
sp|P59326|YTHD1_MOUSE,Ythdf1,YTHD1_MOUSE YTH domain-containing family protein 1,227,10,C,1592.54,1704.98,1621.54,1679.25,1539.21,1606.91,1605.64,1510.05,1360.52,1357.49,1388.99
sp|P59328|WDHD1_MOUSE,Wdhd1,WDHD1_MOUSE WD repeat and HMG-box DNA-binding protein 1,142,21,C,2535.82,2766.51,2699.8,2961.51,2332.71,2388.82,3104.59,2925.94,2385.66,2413.82,2596.19
sp|P59438|HPS5_MOUSE,Hps5,HPS5_MOUSE Hermansky-Pudlak syndrome 5 protein homolog,1372,4,C,233.523,252.782,226.448,255.413,207.694,230.205,237.753,221.056,272.104,268.404,240.926
sp|P59470|RPC2_MOUSE,Polr3b,RPC2_MOUSE DNA-directed RNA polymerase III subunit RPC2,377,12,C,1339.05,921.517,1530.82,1193.74,1460.17,1442.54,1381.28,1622.4,1326.32,1335.7,1956.43
sp|P59481|LMA2L_MOUSE,Lman2l,LMA2L_MOUSE VIP36-like protein,3843,6,C,831.5,503.977,973.86,736.818,910.797,786.464,728.475,1022.35,807.542,718.852,1179.96
sp|P59672|ANS1A_MOUSE,Anks1a,ANS1A_MOUSE Ankyrin repeat and SAM domain-containing protein 1A,2981,6,C,332.803,406.651,377.173,385.095,341.049,350.497,270.213,269.55,264.047,245.193,275.609
sp|P59708|SF3B6_MOUSE,Sf3b6,SF3B6_MOUSE Splicing factor 3B subunit 6,5116,5,C,811.168,1010.24,860.495,1094.47,860.101,941.732,842.1,778.464,947.129,910.836,784.793
sp|P59729|RIN3_MOUSE,Rin3,RIN3_MOUSE Ras and Rab interactor 3,2822,5,C,891.117,767.815,725.27,715.973,324.122,316.168,119.522,114.68,254.656,245.717,405.375
sp|P59759|MKL2_MOUSE,Mkl2,MKL2_MOUSE MKL/myocardin-like protein 2,885,7,C,1739.86,1895.71,1207.55,1332.41,1134.37,1113.01,915.369,831.1,1077.26,1058.16,615.748
sp|P59808|SASH1_MOUSE,Sash1,SASH1_MOUSE SAM and SH3 domain-containing protein 1,6041,3,C,69.7838,73.9976,91.3563,90.3826,117.885,107.872,104.914,98.4038,78.9432,77.5516,116.476
sp|P59913|PCMD1_MOUSE,Pcmtd1,PCMD1_MOUSE Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,5824,2,C,100.918,107.73,81.2337,98.9562,111.869,118.794,105.199,100.49,137.634,140.308,108.091
sp|P59941|SIR6_MOUSE,Sirt6,SIR6_MOUSE NAD-dependent protein deacetylase sirtuin-6,2840,7,C,336.428,397.617,385.284,428.529,343.353,382.434,339.89,307.409,349.782,346.721,350.291
sp|P59997|KDM2A_MOUSE,Kdm2a,KDM2A_MOUSE Lysine-specific demethylase 2A,597,15,C,1398.71,959.581,1279.26,1045.78,1631.38,1601.72,1515.21,1867.02,1679.76,1820.81,1828.52
sp|P59999|ARPC4_MOUSE,Arpc4,ARPC4_MOUSE Actin-related protein 2/3 complex subunit 4,196,6,C,982.992,1096.11,848.289,1123.95,711.329,798.833,896.243,829.382,1007.94,935.091,1087.98
sp|P60003|ELOF1_MOUSE,Elof1,ELOF1_MOUSE Transcription elongation factor 1 homolog,5791,2,C,185.345,216.029,183.585,220.045,193.197,215.155,201.804,164.935,178.164,170.587,145.514
sp|P60060|SC61G_MOUSE,Sec61g,SC61G_MOUSE Protein transport protein Sec61 subunit gamma,5564,1,C,234.798,245.627,293.392,244.332,207.114,249.455,296.547,351.12,324.083,267.103,351.689
sp|P60122|RUVB1_MOUSE,Ruvbl1,RUVB1_MOUSE RuvB-like 1,1687,28,C,4159.83,5191.03,4009.61,4575.54,5780.87,6004.79,5481.67,4820.2,5067.41,4845.78,4668.37
sp|P60229|EIF3E_MOUSE,Eif3e,EIF3E_MOUSE Eukaryotic translation initiation factor 3 subunit E,4332,31,C,4013.02,4588.75,4066.76,4390.88,4053.31,4356.78,4530.75,4482.94,4113.78,4228.2,4596.17
sp|P60330|ESPL1_MOUSE,Espl1,ESPL1_MOUSE Separin,66,13,C,873.929,505.537,853.626,626.887,1135.21,1019.8,1042.31,1395.97,815.431,893.88,1146.47
sp|P60335|PCBP1_MOUSE,Pcbp1,PCBP1_MOUSE Poly(rC)-binding protein 1,1056,34,C,3412.1,4041.61,2831.88,3133.87,3208.12,3320.23,3249.85,2741.25,3764.34,3754.06,2497.53
sp|P60487|PLPP_MOUSE,Pdxp,PLPP_MOUSE Pyridoxal phosphate phosphatase,2604,3,C,188.651,195.879,210.528,238.91,205.183,230.835,199.309,184.495,157.15,151.125,195.888
sp|P60521|GBRL2_MOUSE,Gabarapl2,GBRL2_MOUSE Gamma-aminobutyric acid receptor-associated protein-like 2,1467,5,C,1345.24,1294.56,1296.45,1236.7,731.32,695.351,656.493,673.66,1164.91,1132.79,912.347
sp|P60603|ROMO1_MOUSE,Romo1,ROMO1_MOUSE Reactive oxygen species modulator 1,4337,1,C,144.51,125.716,149.244,125.002,171.123,142.329,98.1777,117.848,162.195,155.795,221.057
sp|P60605|UB2G2_MOUSE,Ube2g2,UB2G2_MOUSE Ubiquitin-conjugating enzyme E2 G2,4826,2,C,197.732,281.424,227.29,243.3,235.755,270.858,233.353,236.016,308.432,322.069,262.413
sp|P60670|NPL4_MOUSE,Nploc4,NPL4_MOUSE Nuclear protein localization protein 4 homolog,1029,24,C,3513.11,4303.12,3466.8,3901.13,3059.31,3342.94,3544.23,3325.15,3297.73,3457.65,3018.93
sp|P60710|ACTB_MOUSE,Actb,"ACTB_MOUSE Actin, cytoplasmic 1",1251,317,C,51916.4,63158.6,48965.5,58912.6,48692.6,52252.9,51778.9,43678.7,53468.9,52617.1,42042.7
sp|P60762|MO4L1_MOUSE,Morf4l1,MO4L1_MOUSE Mortality factor 4-like protein 1,2081,8,C,1433.5,777.928,1514.39,1092.66,1313.94,1233.19,1275.61,1722.89,1161.09,1235.44,1473.79
sp|P60766|CDC42_MOUSE,Cdc42,CDC42_MOUSE Cell division control protein 42 homolog,2226,7,C,1713.82,1421.07,1640.77,1512.23,1171.27,1153.29,1312.25,1609.87,1473.72,1608.92,1477.22
sp|P60824|CIRBP_MOUSE,Cirbp,CIRBP_MOUSE Cold-inducible RNA-binding protein,3135,7,C,967.317,1132.87,976.535,1182.37,948.976,1029.02,919.659,853.79,998.393,1019.96,1052.89
sp|P60840|ENSA_MOUSE,Ensa,ENSA_MOUSE Alpha-endosulfine,4176,2,C,510.202,475.171,482.275,641.638,466.561,497.816,646.616,532.446,489.265,470.174,335.835
sp|P60843|IF4A1_MOUSE,Eif4a1,IF4A1_MOUSE Eukaryotic initiation factor 4A-I,1488,25,C,3362.82,3758.76,3395.74,3489.79,3080.34,3067.56,3364.04,3202.99,2949.65,2881.59,3152.07
sp|P60867|RS20_MOUSE,Rps20,RS20_MOUSE 40S ribosomal protein S20,1189,6,C,1735.52,1700.77,1794.03,1677.65,1648.06,1672.84,1671.29,1633.75,1762.59,1715.8,1480.6
sp|P60898|RPB9_MOUSE,Polr2i,RPB9_MOUSE DNA-directed RNA polymerase II subunit RPB9,4652,4,C,770.827,810.71,796.289,1160.97,816.406,852.472,1087.29,873.675,916.45,990.218,749.381
sp|P60904|DNJC5_MOUSE,Dnajc5,DNJC5_MOUSE DnaJ homolog subfamily C member 5,2061,3,C,985.013,964.149,871.633,934.756,918.769,1022.22,845.725,911.286,819.02,846.609,1199.72
sp|P61021|RAB5B_MOUSE,Rab5b,RAB5B_MOUSE Ras-related protein Rab-5B,2522,3,C,361.771,274.621,285.034,227.426,271.757,243.481,244.539,294.676,347.881,340.456,470.465
sp|P61022|CHP1_MOUSE,Chp1,CHP1_MOUSE Calcineurin B homologous protein 1,3854,6,C,861.182,1110.3,813.062,911.128,532.252,588.125,680.876,590.73,788.181,772.524,643.741
sp|P61025|CKS1_MOUSE,Cks1b,CKS1_MOUSE Cyclin-dependent kinases regulatory subunit 1,5219,6,C,1077.65,1207.91,1141.44,1153.3,939.865,1047.86,926.605,883.129,886.837,943.476,913.91
sp|P61027|RAB10_MOUSE,Rab10,RAB10_MOUSE Ras-related protein Rab-10,4075,12,C,1773.6,1249.72,1609.88,1365.09,1419.28,1324.46,1142.78,1461.64,1372.9,1336.75,1520.07
sp|P61028|RAB8B_MOUSE,Rab8b,RAB8B_MOUSE Ras-related protein Rab-8B,4075,2,C,200.257,160.834,207.307,184.273,238.861,229.403,241.683,278.097,175.4,177.917,169.439
sp|P61079|UB2D3_MOUSE,Ube2d3,UB2D3_MOUSE Ubiquitin-conjugating enzyme E2 D3,4352,3,C,948.254,1191.68,842.046,1175.18,653.347,697.222,837.215,580.386,664.22,691.949,820.115
sp|P61082|UBC12_MOUSE,Ube2m,UBC12_MOUSE NEDD8-conjugating enzyme Ubc12,3474,11,C,2266.69,2918.59,2042.61,2656.77,2238.82,2349.33,2462.3,2002.04,2071.13,1909.05,2515.49
sp|P61087|UBE2K_MOUSE,Ube2k,UBE2K_MOUSE Ubiquitin-conjugating enzyme E2 K,466,11,C,1924.12,2174.14,1878.26,2093.66,1808.66,1823.92,1791.35,1549.52,1789.96,1665.67,1785.02
sp|P61089|UBE2N_MOUSE,Ube2n,UBE2N_MOUSE Ubiquitin-conjugating enzyme E2 N,982,9,C,1760.31,2110.99,1573.44,1850.66,1265.42,1322.71,1308.92,1058.05,1553.1,1389.5,1382.95
sp|P61092|SIA1A_MOUSE,Siah1a,SIA1A_MOUSE E3 ubiquitin-protein ligase SIAH1A,917,1,C,18.5009,19.6467,12.5164,16.4077,13.7369,19.0728,20.1195,28.9256,14.0135,25.572,13.9875
sp|P61161|ARP2_MOUSE,Actr2,ARP2_MOUSE Actin-related protein 2,1251,19,C,3290.5,3342.73,3155.03,3417.69,2968.09,3143.41,3078.53,3104.77,3439.76,3388.96,3336.88
sp|P61164|ACTZ_MOUSE,Actr1a,ACTZ_MOUSE Alpha-centractin,1251,11,C,2067.54,2690.58,1781.85,2228.51,1700.72,1792.07,1905.22,1662.99,2222.04,2207.57,1836.49
sp|P61202|CSN2_MOUSE,Cops2,CSN2_MOUSE COP9 signalosome complex subunit 2,301,14,C,1726.74,2021.94,1851.74,2040.92,1810.98,1897.47,2069.14,1900.86,1859.07,1866.82,2004.23
sp|P61208|ARL4C_MOUSE,Arl4c,ARL4C_MOUSE ADP-ribosylation factor-like protein 4C,3021,2,C,185.075,133.359,213.241,166.614,165.48,166.97,118.804,154.696,180.851,201.685,233.798
sp|P61211|ARL1_MOUSE,Arl1,ARL1_MOUSE ADP-ribosylation factor-like protein 1,1503,11,C,2032.86,1961.31,2002.69,1964.23,1636.66,1696.74,1746.33,1753.74,2293.9,2195.72,2149.79
sp|P61216|TAF13_MOUSE,Taf13,TAF13_MOUSE Transcription initiation factor TFIID subunit 13,3561,1,C,57.4143,64.6712,68.1149,65.7515,72.3796,66.6507,66.053,51.3479,56.5559,68.0415,69.5175
sp|P61222|ABCE1_MOUSE,Abce1,ABCE1_MOUSE ATP-binding cassette sub-family E member 1,245,24,C,3495.57,2523.88,3402.44,3202.76,4249.36,4272.76,7183.07,8613.27,3278.39,3350.53,4501.83
sp|P61226|RAP2B_MOUSE,Rap2b,RAP2B_MOUSE Ras-related protein Rap-2b,1589,5,C,677.862,672.972,530.339,561.872,457.7,480.668,349.264,326.727,449.61,442.441,426.153
sp|P61255|RL26_MOUSE,Rpl26,RL26_MOUSE 60S ribosomal protein L26,2003,13,C,2146.53,2246.81,2068.6,2004.8,1915.66,1972.4,2333.91,2388.19,2098.83,2345.28,2071.52
sp|P61290|PSME3_MOUSE,Psme3,PSME3_MOUSE Proteasome activator complex subunit 3,466,10,C,1297.81,1749.8,1402.68,1687.57,1207.02,1411.34,1397.64,1095.23,1340.9,1144.61,1162.61
sp|P61327|MGN_MOUSE,Magoh,MGN_MOUSE Protein mago nashi homolog,3988,7,C,997.705,1224.11,839.203,1264.82,748.904,778.427,869.681,754.333,750.142,750.194,825.762
sp|P61358|RL27_MOUSE,Rpl27,RL27_MOUSE 60S ribosomal protein L27,5834,12,C,1331.56,1366.16,1407.79,1427.88,1384.01,1392.92,1604.19,1497.36,1362.97,1313.94,1292.8
sp|P61406|EST1A_MOUSE,Smg6,EST1A_MOUSE Telomerase-binding protein EST1A,4146,8,C,571.557,373.028,600.58,455.903,716.785,643.202,576.535,762.428,637.134,731.133,687.439
sp|P61514|RL37A_MOUSE,Rpl37a,RL37A_MOUSE 60S ribosomal protein L37a,2561,13,C,2098.04,2164.13,2102.82,2101.42,2064.46,2048.05,2471.53,2309.95,1998.88,2039.06,1887.4
sp|P61588|RND3_MOUSE,Rnd3,RND3_MOUSE Rho-related GTP-binding protein RhoE,5363,1,C,20.8042,24.1387,19.505,20.9133,24.1853,23.2146,24.3472,25.8362,17.0397,24.5202,19.5522
sp|P61600|NAA20_MOUSE,Naa20,NAA20_MOUSE N-alpha-acetyltransferase 20,1164,7,C,506.61,579.014,628.128,637.344,608.67,582.588,682.433,629.6,447.871,427.681,503.866
sp|P61620|S61A1_MOUSE,Sec61a1,S61A1_MOUSE Protein transport protein Sec61 subunit alpha isoform 1,1159,9,C,2167.45,828.274,2432.76,1170.78,1998.97,2160.8,1729.29,3002.19,2688.13,2872.17,2867.24
sp|P61750|ARF4_MOUSE,Arf4,ARF4_MOUSE ADP-ribosylation factor 4,3127,18,C,3506.31,3008.63,3252.69,3119.33,2987.2,2910.25,3184.09,3086.45,3174.4,2892.71,3272.55
sp|P61759|PFD3_MOUSE,Vbp1,PFD3_MOUSE Prefoldin subunit 3,2100,11,C,1989.93,2293.35,1976.17,2094.71,1933.29,1975.2,2115.79,1843.63,1910.11,1821.85,1658.41
sp|P61804|DAD1_MOUSE,Dad1,DAD1_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,660,1,C,121.871,39.69,142.289,78.1318,165.159,174.467,149.578,253.39,218.49,266.812,201.785
sp|P61924|COPZ1_MOUSE,Copz1,COPZ1_MOUSE Coatomer subunit zeta-1,1492,3,C,421.588,467.953,441.938,475.165,411.06,427.719,401.28,391.533,411.978,382.486,376.853
sp|P61957|SUMO2_MOUSE,Sumo2,SUMO2_MOUSE Small ubiquitin-related modifier 2,5215,5,C,1339.53,1653.31,1490.49,1796.49,1565.57,1798.41,1923.99,1548.54,2092.68,1942.12,1599.32
sp|P61961|UFM1_MOUSE,Ufm1,UFM1_MOUSE Ubiquitin-fold modifier 1,4631,2,C,613.443,787.606,581.058,698.623,558.061,602.364,659.78,575.522,587.883,546.388,628.479
sp|P61963|DCAF7_MOUSE,Dcaf7,DCAF7_MOUSE DDB1- and CUL4-associated factor 7,4604,5,C,886.296,968.486,836.106,921.086,948.645,885.099,841.905,724.601,705.779,693.787,662.113
sp|P61965|WDR5_MOUSE,Wdr5,WDR5_MOUSE WD repeat-containing protein 5,3410,5,C,816.813,978.231,819.186,878.861,891.42,911.457,928.72,848.022,745.995,719.562,706.845
sp|P61967|AP1S1_MOUSE,Ap1s1,AP1S1_MOUSE AP-1 complex subunit sigma-1A,1459,4,C,518.504,470.204,610.843,582.027,447.572,433.246,387.194,441.886,525.719,502.924,657.208
sp|P61969|LMO4_MOUSE,Lmo4,LMO4_MOUSE LIM domain transcription factor LMO4,2735,4,C,252.825,245.056,243.949,254.971,280.874,289.667,276.113,238.138,241.411,247.3,226.339
sp|P61971|NTF2_MOUSE,Nutf2,NTF2_MOUSE Nuclear transport factor 2,649,5,C,415.241,586.024,521.46,513.549,427.936,432.42,394.128,373.685,526.85,537.786,504.997
sp|P61982|1433G_MOUSE,Ywhag,1433G_MOUSE 14-3-3 protein gamma,466,28,C,4341.46,5450.31,4196.64,4766.21,4734.12,5038.96,4785.19,4096.73,4689.85,4376.88,4537.81
sp|P62046|LRCH1_MOUSE,Lrch1,LRCH1_MOUSE Leucine-rich repeat and calponin homology domain-containing protein 1,3686,2,C,105.093,119.88,123.2,131.469,135.48,156.501,175.589,153.743,155.793,147.627,155.4
sp|P62071|RRAS2_MOUSE,Rras2,RRAS2_MOUSE Ras-related protein R-Ras2,700,5,C,1938.55,1917.83,1608.89,1731.45,900.461,854.938,952.603,814.667,811.375,716.838,696.103
sp|P62073|TIM10_MOUSE,Timm10,TIM10_MOUSE Mitochondrial import inner membrane translocase subunit Tim10,3925,2,C,374.061,530.809,448.029,590.319,430.055,440.877,570.338,469.145,476.181,444.639,524.674
sp|P62075|TIM13_MOUSE,Timm13,TIM13_MOUSE Mitochondrial import inner membrane translocase subunit Tim13,2858,8,C,600.274,788.391,690.703,764.559,735.474,771.557,671.867,588.245,713.532,706.056,612.433
